0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.02585467891834437,0.12592757756699943,0.05411782888525691,0.0675085169711981,0.03779264950181562,0.06210292282371096,0.05776774028667455,0.09307898315929776,0.0321036872637029,0.069523987975632,0.05379904597050763,0.08923219160232597,0.02057636296696547,0.19567371531495084,0.014940110792617577
0.024389627707375818,0.10746374625033761,0.049101159696240265,0.05916885878937223,0.0348911009895368,0.06054817864352545,0.056063205425215853,0.09406261381862267,0.02791690646999245,0.07410617646610451,0.045950366568585775,0.08818896477793262,0.022177406565556158,0.2396674001974829,0.01630428763411911
0.02544987823633178,0.07606464645970398,0.03559792687673012,0.04763768517805377,0.02826067629567625,0.04121406386018277,0.046686723016731546,0.07943977567526882,0.03079408529918925,0.05783896317840966,0.03409147424499396,0.07160345717977973,0.01638846271467629,0.38975131163405397,0.019180870150218722
0.02668489055991478,0.08743477836887956,0.042064206189421645,0.06124222918504485,0.03136626310028456,0.05121959608003035,0.05997365179875997,0.104375044443514,0.03853123013328882,0.06845960655195814,0.035101115668033714,0.07428262017010083,0.016076973101513396,0.28338517241604416,0.019802622233212067
0.028513622166921854,0.07705692866692221,0.04663796835043073,0.06066337524299011,0.031232892080802478,0.060692465820585635,0.06050664562966789,0.10776069115085377,0.04109802411396901,0.07682410888889503,0.03858920000323822,0.08552849661372397,0.015695728020722898,0.2514060785838854,0.01779377466638959
0.026762530392717445,0.06533450807040422,0.0352361483494282,0.05267036502007429,0.025731133742736962,0.05226420487200532,0.04731731734132672,0.09844923916144747,0.031422035881412194,0.05451147712587825,0.03048596711512597,0.06787185129510173,0.01287068779513935,0.37681264146277377,0.022259892374429192
0.025201200102988448,0.06400863323042284,0.03159783919489916,0.04412280141422533,0.023430797349088792,0.04525701163958202,0.04008272642370841,0.08839590206508781,0.025496154953554874,0.038581036114954885,0.025238778917881625,0.056041957874984276,0.011981426656159805,0.4583313342374708,0.022232399824991412
0.027945327984894516,0.0871225401132015,0.04008481198717864,0.05958576730707542,0.03000436260179317,0.05685304490570071,0.061352058102941864,0.11414598442087678,0.03518684030213905,0.05665885420043128,0.03112612362045308,0.06649264762362801,0.01781607398046062,0.29703871174138846,0.01858685110783649
0.02302238481044476,0.06058134506485166,0.030364247452198186,0.04747617426166388,0.022981817975369214,0.04361647759168331,0.04321183623513107,0.09429553819462552,0.02797416364128036,0.039162827354435374,0.02508877488420587,0.04099208843264055,0.0096732543975391,0.4695636583147331,0.021995411389197635
0.0304013593010293,0.08931315105640479,0.04772656012111187,0.06922565526447087,0.03564282931830022,0.069991293154774,0.06909219777689089,0.10981140337802724,0.03533560772844534,0.058599876320779044,0.037665944076694595,0.06420396542370181,0.023157569178235513,0.23800748134727756,0.021825106553856156
0.033536830908306,0.10165364504721328,0.05869711354582363,0.06121922410279851,0.035433176697307917,0.0916022435527093,0.09413682176662064,0.10785485791978912,0.04466065570235097,0.06495930571103134,0.03808602259388356,0.0741071590862035,0.034155155724349226,0.14316511036902893,0.016732677272584692
0.023774990985939347,0.0802631965256137,0.04860261706984423,0.04864927378053949,0.025612920161040963,0.07327334516699267,0.07907633567439248,0.09456238004933049,0.03393306937642993,0.04252107959545146,0.030200774732671805,0.053564299373837165,0.013213473967464603,0.3360714197084517,0.01668082383200142
0.022977320304160498,0.09798795482878458,0.055030119507141366,0.04980361365699962,0.02830336910468452,0.08757980462467686,0.09037799361995642,0.10950756994181139,0.037270869551206565,0.050749062080057014,0.03287101498839638,0.059879199036981634,0.01515235605167753,0.25221807031581356,0.010291682387653385
0.02688600530382568,0.10588705112675982,0.052328507109747874,0.0521860183779241,0.029151040592830996,0.09914178812088911,0.10159792012267077,0.12462819741256731,0.036508186427487134,0.054003830248902436,0.031958001285105814,0.057780213713126714,0.013838591214732488,0.20406560430104187,0.010039044642389142
0.03076361646614411,0.10899683317920002,0.050001081359264475,0.04895045817039634,0.0295612921303627,0.09888206438419782,0.09488416067421829,0.15218991290258416,0.03809291528076595,0.04910450420627247,0.03329869776171177,0.04923094913043289,0.012411965875585287,0.1917794458034704,0.011852102675393283
0.02880500568856304,0.1400897827483105,0.0545027798277808,0.07243838772891577,0.03217653051349421,0.11909153252183796,0.1181114525610815,0.1831903066304514,0.036934202527280295,0.07075100627747,0.044072765976133674,0.05129604903840124,0.01793041646509142,0.015090562286213395,0.015519219208975069
0.037556342513700595,0.14290816561473807,0.05874548648606069,0.07030199818503427,0.0341564149372016,0.13482510145557944,0.11468455573405813,0.18145479162020503,0.03725419451807803,0.05124878028482577,0.03746046146645315,0.052938954918357796,0.016271108521827688,0.014744929147608695,0.01544871459627097
0.0385181067278367,0.13719816701680415,0.05793644612282365,0.06139692247948802,0.0370221424120245,0.16278239534125513,0.11905584839138009,0.15983688928266937,0.033792263409179894,0.049103849192303164,0.03673233304415668,0.058494726020417075,0.020775941027668086,0.01281283287564437,0.014541136656348907
0.03166487269444343,0.12070825534930234,0.050551216956031375,0.06556419365090047,0.0399106222655753,0.17671974704631904,0.13273716480017722,0.15321469377256483,0.027942643001992496,0.06380388325344032,0.036337402115096076,0.057258887347601276,0.01452624312891684,0.011388570884654324,0.017671603732984046
0.023984225616750655,0.12852413441418903,0.05130703912579184,0.07029473202433084,0.03101620810386348,0.19209087830310964,0.14797596436451488,0.15163891570346458,0.02351388730471286,0.049154856291435386,0.03972150703636552,0.04650277216108696,0.016468217480345267,0.010523550449276262,0.017283111620763215
0.022916532306759493,0.1331723214333722,0.059662790062929,0.07619222194168532,0.0364976116160522,0.1704775349050285,0.13028038604187142,0.11805799498627965,0.02275850091834963,0.08049594429691531,0.03996612538901796,0.06620529867396588,0.01872824137207367,0.008771041567389367,0.015817454488311233
0.02632579671673818,0.11916758825042015,0.059335211416033866,0.08792279472466452,0.03364291806847171,0.16056480908476284,0.10359644712421161,0.13481738847090563,0.020245227752968838,0.08916293200784248,0.03778150918075573,0.0743003713995808,0.029015263621741068,0.008183880632218591,0.015937861548684183
0.026943965625536862,0.11640898367409916,0.05932508677873433,0.08406262914391686,0.028355201681870057,0.15003899771420748,0.09341549554186675,0.11720418317775098,0.01993636808136261,0.10681184785577155,0.04049603858256616,0.0804065740544296,0.04988622465192452,0.008848881455769892,0.017859521980192524
0.02361488154776893,0.11621567561596509,0.05616288055900518,0.09952395179017445,0.028862067855474426,0.14967199770570544,0.10692138424079115,0.1353923314499805,0.02390654122619039,0.09996342981736621,0.03917551010612256,0.06045359015238307,0.03539687495026374,0.008325946726685221,0.016412936256122633
0.02298373578838301,0.10341467258870037,0.06263229229802653,0.11902441130230758,0.03281212648374871,0.16170606139104182,0.09772114465396517,0.11666208376134779,0.023945496047004588,0.10332805203213595,0.042509502174663136,0.05940725554001465,0.030450623147328264,0.0053551108278735455,0.018047431963458625
0.03897102797889935,0.08671823007261921,0.04887631664516373,0.0955720654107324,0.02967746349435226,0.16147164008694717,0.08259832485522364,0.2346546152617372,0.012225397165177898,0.07680932458621782,0.03485472114717752,0.04935628944899074,0.02645847574913964,0.004638555003684517,0.017117553093938115
